Opportunity Name,Revenue Type,DT Order ID,Amount After Discount,Renewal Amount this Year,Total Invoice Amount,Close Date,Opportunity Owner,License Ordered
"REN 3-9-21 BPAC, Inc. - Global-Renewal Split",Maintenance REN Split,S511162,700,,2000,2/26/2021,Rina Tann,Global
REN 3-12-21 DLL Group - Global - Renewal Split,Maintenance REN Split,S511427,3323.25,,9495,2/27/2021,Rina Tann,Global
REN 3-15-21 MRV Engenharia - Global - Renewal Split,Maintenance REN Split,S511432,787.5,,2250,2/27/2021,Rina Tann,Global
"REN 3-28-21 Exscribe, Inc - Global - Renewal Split",Maintenance REN Split,S511476,1617,,4620,2/28/2021,Rina Tann,Global
REN 3-22-21 Qualisoft GmbH - Global-Renewal Split,Maintenance REN Split,S511391,700,,2000,2/28/2021,Rina Tann,Global
REN 3-10-21 Compac Sorting Equipment Ltd - Global-Renewal Split,Maintenance REN Split,S511392,3500,,10000,2/28/2021,Rina Tann,Global
"REN 3-9-21 Capital Technology Solutions, LLC. - Global-Renewal Split",Maintenance REN Split,S511386,875,,2500,2/28/2021,Rina Tann,Global
REN 4-15-21 Boston Limited - Global-Renewal Split,Maintenance REN Split,S511586,1925,,5500,3/2/2021,Rina Tann,Global
REN 4-18-21 Department of Infrastructure  -  Global-Renewal Split,Maintenance REN Split,S511648,575.57,,1644.5,3/3/2021,Rina Tann,Global
REN 4-27-21 Lattec I/S - Global-Renewal Split,Maintenance REN Split,S511670,1748.25,,4995,3/3/2021,Rina Tann,Global
REN 4-7-21 S2-Engineering GmbH - Global-Renewal Split,Maintenance REN Split,S511758,348.25,,995,3/4/2021,Rina Tann,Global
REN 4-26-21 eastsoft sp. z o.o - Global-Renewal Split,Maintenance REN Split,S512094,348.25,,995,3/9/2021,Rina Tann,Global
REN 4-21-21 Axell Corporation - Global-Renewal Split,Maintenance REN Split,S512192,3500,,10000,3/10/2021,Rina Tann,Global
REN 4-1-21 GCS-Gloucestershire Care Services - Global-Renewal Split,Maintenance REN Split,S512200,348.25,,995,3/10/2021,Rina Tann,Global
REN 4-5-21 Comprion GmbH - Global-Renewal Split,Maintenance REN Split,S512188,1398.25,,3995,3/10/2021,Rina Tann,Global
REN 3-1-21 Seastema Spa - Global-Renewal Split,Maintenance REN Split,S512286,525,,1500,3/11/2021,Rina Tann,Global
"REN 4-21-21 TherapyNotes, LLC - Global-Renewal Split",Maintenance REN Split,S512303,1050,,3000,3/11/2021,Rina Tann,Global
REN 3-15-21 Data Axle Inc FKA Infogroup Inc. - Global-Renewal Split,Maintenance REN Split,S512295,2098.25,,5995,3/11/2021,Rina Tann,Global
REN 4-12-21 Value Vision - Global-Renewal Split,Maintenance REN Split,S512299,348.95,,997,3/11/2021,Rina Tann,Global
REN 4-1-21 Vistar Technologies - Global-Renewal Split,Maintenance REN Split,S512355,873.25,,2495,3/12/2021,Rina Tann,Global
REN 4-15-21 AIP Publishing - Global-Renewal Split,Maintenance REN Split,S512363,1750,,5000,3/12/2021,Rina Tann,Global
REN 4-12-21 Interapptive Inc - Global-Renewal Split,Maintenance REN Split,S512588,1398.25,,3995,3/15/2021,Rina Tann,Global
"REN 4-5-21 Comscore, Inc. - Global-Renewal Split",Maintenance REN Split,S512653,5598.25,,15995,3/16/2021,Rina Tann,Global
REN 4-17-21 CaliCo Solutions - Global - Renewal Split,Maintenance REN Split,S512694,875,,2500,3/16/2021,Rina Tann,Global
REN 4-30-21 bluemetric software GmbH - Global - Renewal Split,Maintenance REN Split,S512684,1398.25,,3995,3/16/2021,Rina Tann,Global
REN 4-26-21 ontec automation GmbH  -  Global - Renewal Split,Maintenance REN Split,S512676,700,,2000,3/16/2021,Rina Tann,Global
REN 4-26-21 On Board Data Systems - Global - Renewal Split,Maintenance REN Split,S512700,348.25,,995,3/16/2021,Rina Tann,Global
REN 4-19-21 Derive Systems - Global-Renewal Split,Maintenance REN Split,S512705,1398.25,,3995,3/16/2021,Rina Tann,Global
"REN 4-24-21 Nexus Solutions, Inc. - Global - Renewal Split",Maintenance REN Split,S512672,700,,2000,3/16/2021,Rina Tann,Global
REN 4-28-21 Mach7 Technologies - Global - Renewal Split,Maintenance REN Split,S512683,1048.25,,2995,3/16/2021,Rina Tann,Global
REN 4-17-21 Jensen Hughes - Global - Renewal Split,Maintenance REN Split,S512773,1050,,3000,3/17/2021,Rina Tann,Global
REN 4-19-21 RiS GmbH  -  Global - Renewal Split,Maintenance REN Split,S512813,1050,,3000,3/17/2021,Rina Tann,Global
REN 4-25-21 FormiKA GmbH - Global - Renewal Split,Maintenance REN Split,S512784,873.25,,2495,3/17/2021,Rina Tann,Global
REN 4-1-21 DAO Group - Global - Renewal Split,Maintenance REN Split,S512797,383.25,,1095,3/17/2021,Rina Tann,Global
REN 4-17-21 Alignment Healthcare - Global-Renewal Split,Maintenance REN Split,S512865,3148.25,,8995,3/17/2021,Rina Tann,Global
REN 4-5-21 Logical Soft  -  Global-Renewal Split,Maintenance REN Split,S512864,700,,2000,3/17/2021,Rina Tann,Global
REN 4-1-21 In2itive Cloud - Global-Renewal Split,Maintenance REN Split,S512845,2450,,7000,3/17/2021,Rina Tann,Global
REN 4-03-21 HAWE-Service GmbH - Global-Renewal Split,Maintenance REN Split,S512809,1398.25,,3995,3/17/2021,Rina Tann,Global
"REN 4-22-21 Sigmund Software, LLC - Global - Renewal Split",Maintenance REN Split,S512791,1400,,4000,3/17/2021,Rina Tann,Global
REN 4-4-21 MC2- Exhibits and Booth Design - Global - Renewal Split,Maintenance REN Split,S512769,1050,,3000,3/17/2021,Rina Tann,Global
REN 4-30-21 INDEC GmbH & Co KG - Global - Renewal Split,Maintenance REN Split,S512771,1048.25,,2995,3/17/2021,Rina Tann,Global
REN 4-1-21 AGTIV Consulting Sdn Bhd - Global-Renewal Split,Maintenance REN Split,S512831,2275,,6500,3/17/2021,Rina Tann,Global
REN 4-1-21 Elusoft GmbH - Global-Renewal Split,Maintenance REN Split,S512840,1153.25,,3295,3/17/2021,Rina Tann,Global
REN 4-5-21 UAB nevda - Global-Renewal Split,Maintenance REN Split,S512837,350,,1000,3/17/2021,Rina Tann,Global
REN 4-3-21 T.A.G. Software GmbH - Global-Renewal Split,Maintenance REN Split,S512839,385,,1100,3/17/2021,Rina Tann,Global
REN 4-30-21 CYEST CORPORATION (PTY) LTD - Global-Renewal Split,Maintenance REN Split,S512792,1398.25,,3995,3/17/2021,Rina Tann,Global
REN 4-30-21 Jones Custom Programming  Inc - Global - Renewal Split,Maintenance REN Split,S512768,348.25,,995,3/17/2021,Rina Tann,Global
REN 4-21-21 Global Stock Systems Ltd - Global - Renewal Split,Maintenance REN Split,S512788,348.25,,995,3/17/2021,Rina Tann,Global
"REN 4-30-21 SNP Transformations, Inc - Global-Renewal Split",Maintenance REN Split,S512814,1398.25,,3995,3/17/2021,Rina Tann,Global
REN 4-28-21 Bis-Web Ltd  -  Global - Renewal Split,Maintenance REN Split,S512764,700,,2000,3/17/2021,Rina Tann,Global
"REN 4-13-21 Sirius Exploration Geochemistry, Inc. - Global - Renewal Split",Maintenance REN Split,S512915,348.25,,995,3/18/2021,Rina Tann,Global
REN 4-7-21 2Sys Limited - Global-Renewal Split,Maintenance REN Split,S512927,1048.25,,2995,3/18/2021,Rina Tann,Global
REN 4-10-21 Sports CRM - Global-Renewal Split,Maintenance REN Split,S512936,1680,,4800,3/18/2021,Rina Tann,Global
REN 4-3-21 Zubat Nine (Pty) Ltd - Global-Renewal Split,Maintenance REN Split,S512923,577.5,,1650,3/18/2021,Rina Tann,Global
REN 4-7-21 HH Global Marketing Services - Global-Renewal Split,Maintenance REN Split,S512909,1398.25,,3995,3/18/2021,Rina Tann,Global
REN 4-30-21 RADAR software - Global - Renewal Split,Maintenance REN Split,S512945,1048.25,,2995,3/18/2021,Rina Tann,Global
REN 4-6-21 Parallel - Global-Renewal Split,Maintenance REN Split,S512914,348.25,,995,3/18/2021,Rina Tann,Global
REN 3-13-21 Cambridge Assessment CEM - Global - Renewal Split,Maintenance REN Split,S512958,2100,,6000,3/18/2021,Rina Tann,Global
"REN 4-05-21 Digital Resources, Inc - Global - Renewal Split",Maintenance REN Split,S513009,348.25,,995,3/19/2021,Rina Tann,Global
REN 4-25-21 Agatha Design - 2 year Global-Renewal Split,Maintenance REN Split,S513020,770,,2200,3/19/2021,Rina Tann,Global
REN 4-25-21 Design Maintenance Corp. - Global-Renewal Split,Maintenance REN Split,S512810,2100,,6000,3/19/2021,Rina Tann,Global
REN 4-30-21 Nova Group - 3 year Global-Renewal Split,Maintenance REN Split,S513034,3150,,9000,3/19/2021,Rina Tann,Global
REN 4-25-21 Environics Analytics - 2 year Global-Renewal Split,Maintenance REN Split,S513022,2249.8,,6428,3/19/2021,Rina Tann,Global
REN 4-8-21 PARI Medical Holding GmbH - Global-S513383,Maintenance REN Split,S513383,350,,1000,3/24/2021,Rina Tann,Global
REN 4-7-21 Collaboration Solutions - Global-Renewal Split,Maintenance REN Split,S513394,383.85,,1096.7,3/24/2021,Rina Tann,Global
REN 4-30-21 DPA-System - Global-Renewal Split,Maintenance REN Split,S513392,1398.25,,3995,3/24/2021,Rina Tann,Global
REN 6-30-21 Fire and Emergency NZ - Global-Renewal Split,Maintenance REN Split,S513408,1748.25,,4995,3/24/2021,Rina Tann,Global
REN 4-6-21 Delphin Technology AG - Global-Renewal Split,Maintenance REN Split,S513384,3498.25,,9995,3/24/2021,Rina Tann,Global
REN 4-13-21 Carmel Clothing - Global-Renewal Split,Maintenance REN Split,S513467,875,,2500,3/25/2021,Rina Tann,Global
"REN 4-10-21 Redwood Logistics (Formerly Simplified Logistics, LLC) - Global-Renewal Split",Maintenance REN Split,S513461,1155,,3300,3/25/2021,Rina Tann,Global
REN 4-26-21 uTraxx Corp. - Global-Renewal Split,Maintenance REN Split,S513501,1398.25,,3995,3/25/2021,Rina Tann,Global
REN 4-13-21 Edaptive Computing Inc - Global-Renewal Split,Maintenance REN Split,S513476,1748.25,,4995,3/25/2021,Rina Tann,Global
REN 4-1-21 DLMSoft - Global-Renewal Split,Maintenance REN Split,S513574,348.25,,995,3/26/2021,Rina Tann,Global
REN 5-31-21 Orange Coast Title - 2 year  Global-Renewal Split,Maintenance REN Split,S513855,2623.25,,7495,3/29/2021,Rina Tann,Global
REN 4-28-21 Lagetronix Nigeria Limited - Global-Renewal Split,Maintenance REN Split,S513850,803.25,,2295,3/29/2021,Rina Tann,Global
"REN 4-19-21 Pcb Piezotronics, Inc. - Global-Renewal Split",Maintenance REN Split,S513809,1398.25,,3995,3/29/2021,Rina Tann,Global
"REN 5-31-21 Washing Systems, LLC - Global-Renewal Split",Maintenance REN Split,S513851,1398.25,,3995,3/29/2021,Rina Tann,Global
REN 4-26-21 Ayehu Software Technologies Ltd. - Global-Renewal Split,Maintenance REN Split,S513816,698.25,,1995,3/29/2021,Rina Tann,Global
REN 4-26-21 Nelson and Quillin - Global-Renewal Split,Maintenance REN Split,S513849,348.95,,997,3/29/2021,Rina Tann,Global
"REN 4-16-21 Altum, Incorporated - Global-Renewal Split",Maintenance REN Split,S513969,700,,2000,3/30/2021,Rina Tann,Global
REN 4-20-21 Up2Date - Kolmhofer & Saiz OG - Global-Renewal Split,Maintenance REN Split,S513967,348.25,,995,3/30/2021,Rina Tann,Global
"REN 4-11-21 Roehl Transport, Inc. - Global-Renewal Split",Maintenance REN Split,S514183,1575,,4500,3/30/2021,Rina Tann,Global
REN 4-4-21 National Auto Research/Hearst Business Media  -  Global-Renewal Split,Maintenance REN Split,S513968,1398.25,,3995,3/30/2021,Rina Tann,Global
REN 4-16-21 Cowen Group  -  Global - Renewal Split,Maintenance REN Split,S513919,630,,1800,3/30/2021,Rina Tann,Global
REN 4-17-21 PayTel - Global - Renewal Split,Maintenance REN Split,S513932,1743,,5316.15,3/30/2021,Rina Tann,Global
"REN 4-30-21 Roger, LLC  -  Global - Renewal Split",Maintenance REN Split,S513940,2520,,7200,3/30/2021,Rina Tann,Global
REN 4-27-21 JO Informatik ApS - Global - Renewal Split,Maintenance REN Split,S513895,1680,,4800,3/30/2021,Rina Tann,Global
"REN 3-28-21 LenderLive Network, Inc. - Global-Renewal Split",Maintenance REN Split,S513971,2693.25,,7695,3/30/2021,Rina Tann,Global
REN 4-19-21 Miles Software - Glo-Renewal Splitbal,Maintenance REN Split,S514126,1050,,3000,3/31/2021,Rina Tann,Global
"REN 3-21-21 Cambria Consulting, Inc - Global - Renewal Split",Maintenance REN Split,S514145,2100,,6000,3/31/2021,Rina Tann,Global
REN 4-17-21 California Department of Community Services and Development  -  Global - Renewal Split,Maintenance REN Split,S514146,1398.25,,3995,3/31/2021,Rina Tann,Global
REN 4-30-21 Talentegy - Global - Renewal Split,Maintenance REN Split,S514139,348.25,,995,3/31/2021,Rina Tann,Global
REN 4-16-21 Saxo Bank - Global-Renewal Split,Maintenance REN Split,S514070,22750,,65000,3/31/2021,Rina Tann,Global
REN 4-30-21 QPR Software Oyj - Global - Renewal Split,Maintenance REN Split,S514182,2098.25,,5995,3/31/2021,Rina Tann,Global
REN 4-30-21 Business Services Yahia El-Qasem - Global - Renewal Split,Maintenance REN Split,S514159,420,,1200,3/31/2021,Rina Tann,Global
REN 4-30-21 Beaumont Tiles - Global - Renewal Split,Maintenance REN Split,S514047,420,,1200,3/31/2021,Rina Tann,Global
REN 4-25-21 Seattle Public Utilities - Global - Renewal Split,Maintenance REN Split,S514063,875,,2500,3/31/2021,Rina Tann,Global
REN 4-26-21 Mission Bell - Global - Renewal Split,Maintenance REN Split,S512680,1225,,3500,3/16/2021,Rina Tann,Global
REN 4-19-21 Propato HNS S.A.I.C. - Global-Renewal Split,Maintenance REN Split,S513846,698.25,,1995,3/29/2021,Rina Tann,Global
"NCS - 3/14/2021 Lippert Components, Inc. - Global - CRR split",CRR Upgrade,S507517,2895,2985,4995,1/14/2021,Tara Ubbens,Global
REN 3/12/2021 Empirx Health - Retail-Renewal Split,Maintenance REN Split,S508660,890,,5995,1/28/2021,Tara Ubbens,Global
NCS 6/3/2021 GRPS Lab - Global - CRR Split,CRR Retail Renewal,S508811,445,445,3995.04,1/29/2021,Tara Ubbens,Global
REN 7-11-21 RSI Company - Global,CRR Contract REN,S520050,997,997,997,6/14/2021,Danielle Maynard,Global
REN 7-27-21 Hudson Bay Capital Management LP - Global,CRR Contract REN,S520013,2000,2000,2000,6/14/2021,Danielle Maynard,Global
REN 7-31-21 Gilson Graphics - Global,CRR Contract REN,S520052,2895,2895,2895,6/14/2021,Danielle Maynard,Global
REN 7-30-21 IMVS Plc - Global,CRR Contract REN,S519942,1000,1000,1000,6/14/2021,Danielle Maynard,Global
REN 7-30-21 Total Project Logistics - Global,CRR Contract REN,S520034,3500,3500,3500,6/14/2021,Danielle Maynard,Global
REN 7-26-21 AFROX (PTY) LTD - Global,CRR Contract REN,S520121,3995,3995,3995,6/14/2021,Danielle Maynard,Global
REN 7-14-21 Interchange Solutions Inc - Global,CRR Contract REN,S520289,1800,1800,1800,6/15/2021,Danielle Maynard,Global
REN 7-7-21 Lithero - Global,CRR Contract REN,S520019,995,995,995,6/14/2021,Danielle Maynard,Global
REN 7-27-21 ADVANCE NATIONAL SERVICES PTY LTD - Global,CRR Contract REN,S520118,2000,2000,2000,6/14/2021,Danielle Maynard,Global
REN 7-7-21 Caaf Nord Est Srl - Global,CRR Contract REN,S519959,4995,4995,4995,6/14/2021,Danielle Maynard,Global
REN 7-1-21 Södra Cell International AB - Global,CRR Contract REN,S519997,4495,4495,4495,6/14/2021,Danielle Maynard,Global
REN 7-17-21 CenterState Bank - Global,CRR Contract REN,S520278,4000,4000,4000,6/15/2021,Danielle Maynard,Global
"REN 7-13-21 CPSI, Ltd. - MO - Global",CRR Contract REN,S520288,1550,1550,1550,6/15/2021,Danielle Maynard,Global
REN 7-28-21 Presys Instrumentos e Sistemas Ltda - Global,CRR Contract REN,S520002,1500,1500,1500,6/14/2021,Danielle Maynard,Global
REN 7-24-21 FORCE Technology Norway AS  -  Global,CRR Contract REN,S519993,2225,2225,2225,6/14/2021,Danielle Maynard,Global
REN 7-8-21 KS21 Software & Beratung GmbH - Global,CRR Contract REN,S519996,3995,3995,3995,6/14/2021,Danielle Maynard,Global
REN 7-27-21 Kantar Media - Global,CRR Contract REN,S519963,3995,3995,3995,6/14/2021,Danielle Maynard,Global
REN 7-20-21 First Insight Corporation - Global,CRR Contract REN,S519954,7995,7995,7995,6/14/2021,Danielle Maynard,Global
REN 7-31-21 Wetcon GmbH - Global,CRR Contract REN,S520024,1495,1495,1495,6/14/2021,Danielle Maynard,Global
REN 7-31-21 Apex Industries - Global,CRR Contract REN,S520047,2000,2000,2000,6/14/2021,Danielle Maynard,Global
REN 7-26-21 Worldwide Applications - Global,CRR Contract REN,S520922,1995,1995,1995,6/23/2021,Danielle Maynard,Global
REN 7-30-21 IMPRIMA LIMITED - Global,CRR Contract REN,S519960,1500,1500,1500,6/14/2021,Danielle Maynard,Global
REN 7-1-21 iWoWSoft Sdn Bhd  -  Global,CRR Contract REN,S520053,3600,3600,3600,6/14/2021,Danielle Maynard,Global
REN 7-28-21 Medchart - Global,CRR Contract REN,S520037,3600,3600,3600,6/14/2021,Danielle Maynard,Global
REN 7-12-21 Fleet Hoster - Global,CRR Contract REN,S520284,997,997,997,6/15/2021,Danielle Maynard,Global
REN 7-14-21 GESTION Y TECNICAS DEL AGUA SA - Global,CRR Contract REN,S520283,1995,1995,1995,6/15/2021,Danielle Maynard,Global
REN 7-31-21 Teradyne Inc. - Global,CRR Contract REN,S520320,59995,59995,59995,6/18/2021,Danielle Maynard,Global
REN 7-22-21 Aperture Credentialing LLC - Global,CRR Contract REN,S520133,6000,6000,6000,6/15/2021,Danielle Maynard,Global
REN 7-25-21 CCTRONIC LLC - Global,CRR Contract REN,S521312,995,995,995,6/24/2021,Danielle Maynard,Global
REN 7-12-21 The Cluen Corporation - Global,CRR Contract REN,S520291,1500,1500,1500,6/15/2021,Danielle Maynard,Global
"REN 7-12-21 Alcon Vision, LLC f.k.a. Alcon Laboratories, Inc - Global",CRR Contract REN,S520285,5500,5500,5500,6/15/2021,Danielle Maynard,Global
REN 7-11-21 joint systems Fundraising-& IT-Services GmbH - Global,CRR Contract REN,S520280,3995,3995,3995,6/15/2021,Danielle Maynard,Global
REN 7-14-21 Onemarketdata LLC - Global,CRR Contract REN,S520281,2995,2995,2995,6/15/2021,Danielle Maynard,Global
REN 7-18-21 Global Container Terminals - Global,CRR Contract REN,S520127,3995,3995,3995,6/15/2021,Danielle Maynard,Global
"REN 7-15-21 Flow Media Systems, Inc. - Global",CRR Contract REN,S520286,1600,1600,1600,6/15/2021,Danielle Maynard,Global
REN 7-17-21 MH-Software Gmbh - Global,CRR Contract REN,S520831,3995,3995,3995,6/23/2021,Danielle Maynard,Global
REN 7-17-21 Ebankit - Global,CRR Contract REN,S520145,5000,5000,5000,6/15/2021,Danielle Maynard,Global
REN 7-14-21 De Nederlandsche Bank - Global,CRR Contract REN,S520276,13995,13995,13995,6/15/2021,Danielle Maynard,Global
REN 7-21-21 BRISOFT AG - Global,CRR Contract REN,S520207,6000,6000,6000,6/16/2021,Danielle Maynard,Global
"REN 7-1-21 SpecPage.com, LLC - Global",CRR Contract REN,S521321,5995,5995,5995,6/24/2021,Danielle Maynard,Global
REN 9-15-21 Francelot S.A.S. - Global,CRR No Contract REN,S520588,995,995,995,6/22/2021,Danielle Maynard,Global
REN 7-31-21 Workuments - Global,CRR No Contract REN,S521303,995,995,995,6/23/2021,Danielle Maynard,Global
REN 7-12-21 Allegiant Software - Global,CRR Contract REN,S520717,995,995,995,6/23/2021,Danielle Maynard,Global
REN 7-23-21 Gunvor International B-V - Global,CRR Contract REN,S520729,9995,9995,9995,6/23/2021,Danielle Maynard,Global
REN 7-10-21 GGSE - Global,CRR Contract REN,S520730,1000,1000,1000,6/23/2021,Danielle Maynard,Global
REN 7-14-21 IQor - Global,CRR Contract REN,S520797,3995,3995,3995,6/23/2021,Danielle Maynard,Global
REN 7-27-21 INOVx Solutions - Global,CRR Contract REN,S520814,3000,3000,3000,6/23/2021,Danielle Maynard,Global
REN 7-30-21 IT Selling Solution SrL - Global,CRR Contract REN,S521331,1995,1995,1995,6/23/2021,Danielle Maynard,Global
REN 7-1-21 Lowes Financial Management - Global,CRR No Contract REN,S520815,1995.1,1995.1,1995.1,6/23/2021,Danielle Maynard,Global
REN 7-30-21 TCW Group Inc. - Trust Company of the West - Global,CRR Contract REN,S520823,15000,15000,15000,6/24/2021,Danielle Maynard,Global
REN 7-1-21 Agridea - Global,CRR Contract REN,S521109,1495,1495,1495,6/25/2021,Danielle Maynard,Global
REN 7-1-21 Northdoor Plc - Global,CRR Contract REN,S521374,4000,4000,4000,6/30/2021,Danielle Maynard,Global
REN 6-8-21 3ES Innovation Inc. - Global,CRR Contract REN,S521433,2995,2995,2995,6/30/2021,Danielle Maynard,Global
REN 6-30-21 CITYMAIN ADMINISTRATORS LIMITED - England Division (To be resold as Global),,S521458,4995,4995,4995,6/30/2021,Danielle Maynard,Global
REN 6-30-21 PROCOS Professional Controlling Systems AG - Global,CRR No Contract REN,S521779,2250,2250,2250,6/30/2021,Danielle Maynard,Global
"REN 7-20-21 Medstreaming, LLC - Global",CRR No Contract REN,S521359,8000,8000,8000,6/30/2021,Danielle Maynard,Global
REN 7-29-21 AHDB Agriculture and Horticulture Development Board - Global,CRR Contract REN,S521382,8994.96,8994.96,8994.96,6/30/2021,Danielle Maynard,Global
REN 7-1-21 Fronius International GmbH - Global,CRR No Contract REN,S521378,1995,1995,1995,6/30/2021,Danielle Maynard,Global
REN 3-31-21 oxando GmbH - Global-Renewal Split,Maintenance REN Split,S510358,1750,,5000,2/18/2021,Rina Tann,Global
REN 3-8-21 Booster NZ - Global-Renewal Split,Maintenance REN Split,S510380,875,,2500,2/18/2021,Rina Tann,Global
REN 3-31-21 APS Technology - Global-Renewal Split,Maintenance REN Split,S510336,875,,2500,2/18/2021,Rina Tann,Global
"REN 3-18-21 Gryphon Financial Group, Inc. - Global-Renewal Split",Maintenance REN Split,S510396,1470,,4200,2/18/2021,Rina Tann,Global
"REN 4-7-21 S-Frame Software, Inc. (Formerly Softek Services Ltd.) - Global-Renewal Split",Maintenance REN Split,S512024,700,,2000,3/8/2021,Rina Tann,Global
"REN 3/22/2021 WellAware Holdings, Inc. - Retail-Renewal Split",Maintenance REN Split,S512005,445,445,5995,3/8/2021,Tara Ubbens,Global
REN 5/5/2021 Safetrac - Retail-Renewal Split,CRR Retail Renewal,S512133,445,445,1995,3/9/2021,Tara Ubbens,Global
"KCReview CW - Contract Wrangler, Inc. - CRR Split",CRR Retail Renewal,S514150,445,445,6000,3/31/2021,Tara Ubbens,Global
Cyberjet - Global-Renewal Split,Maintenance REN Split,S514062,900,900,3371.25,3/31/2021,Tara Ubbens,Global
REN 7-30-21 Crystal Engineering Corp.(Use this Account) - Global,CRR Contract REN,S521405,4000,4000,4000,6/30/2021,Danielle Maynard,Global
"REN 7/12/2021 TESSALink, L.P. - Retail-Renewal Split",Maintenance REN Split,S513555,890,890,2995,3/26/2021,Tara Ubbens,Global
REN 7-15-21 Yokogawa Electric Corporation - Musashino-shi Division,CRR No Contract REN,S519774,4975,4975,4975,6/11/2021,Danielle Maynard,Division
REN 7-31-21 Seer Capital Management - Financial Engineering Group Division,CRR No Contract REN,S520925,2000,2000,2000,6/23/2021,Danielle Maynard,Division
REN 7-25-21 TÜV SÜD GROUP - TÜV SÜD Industrie Service GmbH Division,CRR Contract REN,S520733,6975,6975,6975,6/23/2021,Danielle Maynard,Division
REN 7-29-21 ING. FERRARI SPA -  Scuderia Division,CRR Contract REN,S521370,15000,15000,15000,6/30/2021,Danielle Maynard,Division
REN 7-31-21 Framatome - Digital Factory Lead By Jean Michel Roque Division,CRR No Contract REN,S521463,3995,3995,3995,6/30/2021,Danielle Maynard,Division
REN 2-1-21 Praj Industries - Resource Information Team (RSIT) Division - Renewal Split,Maintenance REN Split,S507815,1225,,3500,1/15/2021,Rina Tann,Division
REN 2-26-21 EMA-Europea Microfusioni Aerospaziali S.p.A. - Production Division - Renewal Split,Maintenance REN Split,S507819,700,,2000,1/15/2021,Rina Tann,Division
REN 2-4-21 GBS Corp. - Corporate Information Systems (CIS) Division - Renewal Split,Maintenance REN Split,S507792,700,,2000,1/15/2021,Rina Tann,Division
"REN 3-31-21 Asseco Solutions - Slovakia, Czech Republic, Germany and Austria Divisions-Renewal Split",Maintenance REN Split,S509650,1398.25,,3995,2/9/2021,Rina Tann,Division
REN 3-5-21 Telular Corporation - 2 year Products Division (Mobile)-Renewal Split,Maintenance REN Split,S510759,1925,,5500,2/22/2021,Rina Tann,Division
REN 3-4-21 Morneau Shepell - Business Solutions Implementation Division-Renewal Split,Maintenance REN Split,S510706,3148.25,,8995,2/22/2021,Rina Tann,Division
REN 3-23-21 Milliman  - Life Technology Solutions Division-Renewal Split,Maintenance REN Split,S510838,2275,,6500,2/23/2021,Rina Tann,Division
REN 3-12-21 PwC Management Services LP - PriceWaterHouseCoopers S.r.l. - Italy Division - Renewal Split,Maintenance REN Split,S510952,2273.25,,6495,2/24/2021,Rina Tann,Division
REN 3-31-21 Follett Corporation - Follett Higher Education Group Division-Renewal Split,Maintenance REN Split,S511071,4548.25,,12995,2/25/2021,Rina Tann,Division
REN 3-15-21 Bfz Essen GmbH - Application and Support Division-Renewal Split,Maintenance REN Split,S511183,700,,2000,2/26/2021,Rina Tann,Division
REN 3-4-21 Deloitte LLP - Managed Solutions Division-Renewal Split,Maintenance REN Split,S511458,3498.25,,9995,2/26/2021,Rina Tann,Division
REN 3-30-21 Horne LLP - Government Services OnBase Integration Utility Division-Renewal Split,Maintenance REN Split,S511217,2098.25,,5995,2/26/2021,Rina Tann,Division
REN 3-25-21 Elta Electronics Industries Ltd - Maintenance & Support-Renewal Split,Maintenance REN Split,S511447,14000,,40000,2/27/2021,Rina Tann,Division
"REN 4-3-21 Commscope, Inc. - IT Build Division-Renewal Split",Maintenance REN Split,S511669,5773.25,,17649.65,3/3/2021,Rina Tann,Division
4-30-21 Philips - Sleep and Respiratory Care Division-Renewal Split,Maintenance REN Split,S511740,5248.25,,14995,3/4/2021,Rina Tann,Division
REN 4-7-21 Bio-Optronics - Momentum Division-Renewal Split,Maintenance REN Split,S512072,698.25,,1995,3/9/2021,Rina Tann,Division
"REN 4-1-21 Keysight Technologies, Inc. - Keysight Network Testing Group Division-Renewal Split",Maintenance REN Split,S512565,8750,,25000,3/15/2021,Rina Tann,Division
REN 3-15-21AssetWorks Risk Management Inc. - Special Education Division - Renewal Split,Maintenance REN Split,S514187,770,,2200,3/15/2021,Rina Tann,Division
REN 4-2-21 Saint Gobain - Saint-Gobain Innovative Material Sector (SGCIO) Division-Renewal Split,Maintenance REN Split,S512585,8750,,25000,3/15/2021,Rina Tann,Division
REN 4-30-21 TIBCO Software Inc -  Spotfire Division-Renewal Split,Maintenance REN Split,S512573,26250,,75000,3/15/2021,Rina Tann,Division
REN 4-17-21 River and Mercantile Asset Management FKA P-Solve Investments Limited - Tools Division-Renewal Split,Maintenance REN Split,S512828,1225,,3500,3/17/2021,Rina Tann,Division
REN  4-29-21 Darlington School Inc - Information Technology Division-Renewal Split,Maintenance REN Split,S512835,288.75,,825,3/17/2021,Rina Tann,Division
REN 4-28-21 ABB Turbo Systems AG - Industrial Automation  Division-Renewal Split,Maintenance REN Split,S512949,2161.25,,6175,3/18/2021,Rina Tann,Division
"REN 4-3-21 Carrier Corporation - Sensitech, Inc. Division-Renewal Split",Maintenance REN Split,S512939,4236.93,,12105.5,3/18/2021,Rina Tann,Division
